100,0.000016
200,0.000061
300,0.000137
400,0.000241
500,0.000369
600,0.000525
700,0.000699
800,0.000918
900,0.001162
1000,0.001467
1100,0.001792
1200,0.002175
1300,0.002496
1400,0.002815
1500,0.003201
1600,0.003653
1700,0.004206
1800,0.004867
1900,0.005180
2000,0.005707
2100,0.006279
2200,0.006923
2300,0.007517
2400,0.008176
2500,0.008987
2600,0.010029
2700,0.010423
2800,0.011406
2900,0.011975
3000,0.013043
3100,0.013722
3200,0.014571
3300,0.015549
3400,0.016910
3500,0.018118
3600,0.018939
3700,0.019574
3800,0.020545
3900,0.022368
4000,0.022736
4100,0.024103
4200,0.025111
4300,0.026493
4400,0.028351
4500,0.029021
4600,0.030580
4700,0.032169
4800,0.032888
4900,0.034131
5000,0.036507
5100,0.037388
5200,0.039064
5300,0.040574
5400,0.041720
5500,0.050303
5600,0.044862
5700,0.046475
5800,0.048253
5900,0.050790
6000,0.051580
6100,0.053306
6200,0.055605
6300,0.064870
6400,0.059217
6500,0.060940
6600,0.062716
6700,0.064510
6800,0.066451
6900,0.068915
7000,0.070261
7100,0.072556
7200,0.074973
7300,0.075976
7400,0.079525
7500,0.081063
7600,0.083387
7700,0.086383
7800,0.086857
7900,0.089833
8000,0.092167
8100,0.094074
8200,0.096172
8300,0.099018
8400,0.100985
8500,0.104037
8600,0.105814
8700,0.109433
8800,0.112031
8900,0.114746
9000,0.116114
9100,0.119281
9200,0.130960
9300,0.125549
9400,0.128259
9500,0.131652
9600,0.133291
9700,0.135730
9800,0.138990
9900,0.141595
10000,0.145670
