100,0.000011
200,0.000022
300,0.000036
400,0.000046
500,0.000059
600,0.000073
700,0.000084
800,0.000094
900,0.000107
1000,0.000122
1100,0.000135
1200,0.000145
1300,0.000154
1400,0.000164
1500,0.000173
1600,0.000188
1700,0.000201
1800,0.000208
1900,0.000217
2000,0.000226
2100,0.000237
2200,0.000254
2300,0.000263
2400,0.000268
2500,0.000276
2600,0.000289
2700,0.000298
2800,0.000298
2900,0.000308
3000,0.000315
3100,0.000318
3200,0.000332
3300,0.000342
3400,0.000345
3500,0.000355
3600,0.000362
3700,0.000367
3800,0.000371
3900,0.000382
4000,0.000392
4100,0.000401
4200,0.000415
4300,0.000434
4400,0.000441
4500,0.000449
4600,0.000454
4700,0.000467
4800,0.000478
4900,0.000490
5000,0.000494
5100,0.000503
5200,0.000524
5300,0.000536
5400,0.000539
5500,0.000555
5600,0.000561
5700,0.000566
5800,0.000577
5900,0.000584
6000,0.000597
6100,0.000600
6200,0.000611
6300,0.000631
6400,0.000640
6500,0.000652
6600,0.000663
6700,0.000673
6800,0.000693
6900,0.000695
7000,0.000702
7100,0.000706
7200,0.000722
7300,0.000730
7400,0.000749
7500,0.000756
7600,0.000777
7700,0.000776
7800,0.000788
7900,0.000813
8000,0.000814
8100,0.000816
8200,0.000824
8300,0.000873
8400,0.000911
8500,0.000928
8600,0.000926
8700,0.000940
8800,0.000938
8900,0.000914
9000,0.000968
9100,0.000949
9200,0.000941
9300,0.000977
9400,0.000970
9500,0.000986
9600,0.001040
9700,0.001073
9800,0.001076
9900,0.001088
10000,0.001077
